root_id,classification_system,cell_type,num_synapses,min_synapses,softmax_threshold,ratio_threshold,bandwidth_quantile_value,min_synapses_ratio_value,GABA,ACh,Glut,Oct,Ser,DA,Unknown
720575940627828552,cell_type,DNg87,4018,400,0.25,0.16,0.14285714285714285,0.01,False,True,False,False,True,True,False
720575940627828552,cell_type,DNg87,4018,400,0.25,0.16,0.04,0.01,False,True,False,False,True,False,False
720575940628125715,cell_type,DNg87,3551,400,0.25,0.16,0.14285714285714285,0.01,False,True,True,True,True,True,False
720575940628125715,cell_type,DNg87,3551,400,0.25,0.16,0.04,0.01,False,True,False,False,True,True,False
720575940639152361,cell_type,DNg84,6617,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940639152361,cell_type,DNg84,6617,400,0.25,0.16,0.04,0.01,True,True,False,False,True,True,False
720575940644473760,cell_type,DNg84,6697,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940644473760,cell_type,DNg84,6697,400,0.25,0.16,0.04,0.01,True,True,False,False,True,True,False
720575940621628582,cell_type,DNg85,4796,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940621628582,cell_type,DNg85,4796,400,0.25,0.16,0.04,0.01,True,True,False,False,False,True,False
720575940626295396,cell_type,DNg85,4958,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940626295396,cell_type,DNg85,4958,400,0.25,0.16,0.04,0.01,True,True,False,False,False,False,False
720575940626816062,cell_type,DNg83,3657,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940626816062,cell_type,DNg83,3657,400,0.25,0.16,0.04,0.01,True,True,False,False,False,False,False
720575940615378399,cell_type,DNg83,3758,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,False,False,False
720575940615378399,cell_type,DNg83,3758,400,0.25,0.16,0.04,0.01,True,True,False,False,False,False,False
720575940630697078,cell_type,DNg80,4264,400,0.25,0.16,0.14285714285714285,0.01,False,True,True,True,True,True,False
720575940630697078,cell_type,DNg80,4264,400,0.25,0.16,0.04,0.01,False,False,True,False,True,True,False
720575940631110095,cell_type,DNg80,4311,400,0.25,0.16,0.14285714285714285,0.01,False,True,True,True,True,True,False
720575940631110095,cell_type,DNg80,4311,400,0.25,0.16,0.04,0.01,False,False,True,True,True,True,False
720575940638109668,cell_type,DNg89,2166,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,False,False
720575940638109668,cell_type,DNg89,2166,400,0.25,0.16,0.04,0.01,True,True,True,False,True,False,False
720575940618658974,cell_type,DNg89,2172,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940618658974,cell_type,DNg89,2172,400,0.25,0.16,0.04,0.01,True,True,True,False,True,False,False
720575940631549202,cell_type,DNg86,3243,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940631549202,cell_type,DNg86,3243,400,0.25,0.16,0.04,0.01,True,True,False,True,True,True,False
720575940617290043,cell_type,DNg86,3018,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940617290043,cell_type,DNg86,3018,400,0.25,0.16,0.04,0.01,True,True,False,True,True,True,False
720575940614843275,cell_type,DNg82,575,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940614843275,cell_type,DNg82,575,400,0.25,0.16,0.04,0.01,True,True,True,False,True,True,False
720575940627691458,cell_type,DNg82,634,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940627691458,cell_type,DNg82,634,400,0.25,0.16,0.04,0.01,True,True,True,False,True,True,False
720575940629012227,cell_type,DNg81,2218,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,True,True,True,False
720575940629012227,cell_type,DNg81,2218,400,0.25,0.16,0.04,0.01,True,True,True,False,True,True,False
720575940645556334,cell_type,DNg81,3240,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940645556334,cell_type,DNg81,3240,400,0.25,0.16,0.04,0.01,True,True,True,False,True,True,False
720575940623355114,cell_type,DNg88,6692,400,0.25,0.16,0.14285714285714285,0.01,False,True,True,False,True,False,False
720575940623355114,cell_type,DNg88,6692,400,0.25,0.16,0.04,0.01,False,True,True,False,False,False,False
720575940621065301,cell_type,DNg88,3505,400,0.25,0.16,0.14285714285714285,0.01,True,True,True,False,True,True,False
720575940621065301,cell_type,DNg88,3505,400,0.25,0.16,0.04,0.01,True,True,True,False,True,True,False
